FID,datelastmodified,institutioncode,collectioncode,datacenter_reference,catalognumber,scientificname,longitude,latitude,basisofrecord,datecollected,yearcollected,monthcollected,daycollected,timeofday,timezone,coordinateprecision,observedindividualcount,collector,julianday,locality,animal_origin,stock,sex,life_stage,age,age_units,weight,weight_units,length,length_type,length_units,vernacularname,aphiaid,tsn,authorityaccepted,kingdom,phylum,classname,ordername,family,genus,subgenus,species,subspecies,the_geom
animals.fid--28644f0b_19c77057946_-41b2,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-52-2023-11-26,Gadus morhua,-59.57485,45.93721667,O,2023-11-26T19:23:00,2023,11,26,19.38333333,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.72,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9372166666667 -59.57485)
animals.fid--28644f0b_19c77057946_-41b1,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-54-2023-11-26,Gadus morhua,-59.56945,45.93151667,O,2023-11-26T19:48:00,2023,11,26,19.8,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.71,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9315166666667 -59.56945)
animals.fid--28644f0b_19c77057946_-41b0,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-58-2023-11-26,Gadus morhua,-59.57768,45.90566667,O,2023-11-26T20:56:00,2023,11,26,20.93333333,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.65,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9056666666667 -59.57768)
animals.fid--28644f0b_19c77057946_-41af,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-60-2023-11-26,Gadus morhua,-59.58152,45.90493333,O,2023-11-26T21:05:00,2023,11,26,21.08333333,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.73,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9049333333333 -59.58152)
animals.fid--28644f0b_19c77057946_-41ae,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-22-2023-10-06,Gadus morhua,-59.5831,45.94093333,O,2023-10-06T20:03:00,2023,10,6,20.05,UTC,,1,HARRI PETTITT-WADE,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.47,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9409333333333 -59.5831)
animals.fid--28644f0b_19c77057946_-41ad,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-16-2023-10-06,Gadus morhua,-59.56073,45.96371667,O,2023-10-06T18:25:00,2023,10,6,18.41666667,UTC,,1,HARRI PETTITT-WADE,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.68,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9637166666667 -59.56073)
animals.fid--28644f0b_19c77057946_-41ac,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261778-2022-12-05,Gadus morhua,-59.1596,45.5708,O,2022-12-05T18:06:00,2022,12,5,18.1,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.47,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5708 -59.1596)
animals.fid--28644f0b_19c77057946_-41ab,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261774-2022-12-05,Gadus morhua,-59.1601,45.5704,O,2022-12-05T18:04:00,2022,12,5,18.06666667,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.58,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5704 -59.1601)
animals.fid--28644f0b_19c77057946_-41aa,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261775-2022-12-05,Gadus morhua,-59.1624,45.5677,O,2022-12-05T17:44:00,2022,12,5,17.73333333,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.53,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5677 -59.1624)
animals.fid--28644f0b_19c77057946_-41a9,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261776-2022-12-05,Gadus morhua,-59.165,45.5658,O,2022-12-05T17:23:00,2022,12,5,17.38333333,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.55,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5658 -59.165)
animals.fid--28644f0b_19c77057946_-41a8,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1261777-2022-12-05,Gadus morhua,-59.1669,45.5644,O,2022-12-05T17:07:00,2022,12,5,17.11666667,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.44,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5644 -59.1669)
animals.fid--28644f0b_19c77057946_-41a7,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-09-2024-12-04,Gadus morhua,-59.1965,45.98872,O,2024-12-04T18:05:00,2024,12,4,18.08333333,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.57,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.98872 -59.1965)
animals.fid--28644f0b_19c77057946_-41a6,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-10-2024-12-04,Gadus morhua,-59.18837,45.97335,O,2024-12-04T18:17:00,2024,12,4,18.28333333,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.49,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.97335 -59.18837)
animals.fid--28644f0b_19c77057946_-41a5,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-11-2024-12-04,Gadus morhua,-59.18837,45.97335,O,2024-12-04T18:17:00,2024,12,4,18.28333333,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.49,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.97335 -59.18837)
animals.fid--28644f0b_19c77057946_-41a4,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-12-2024-12-04,Gadus morhua,-59.18837,45.97335,O,2024-12-04T18:17:00,2024,12,4,18.28333333,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.53,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.97335 -59.18837)
animals.fid--28644f0b_19c77057946_-41a3,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-13-2024-12-04,Gadus morhua,-59.17668,45.95575,O,2024-12-04T18:34:00,2024,12,4,18.56666667,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.49,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.95575 -59.17668)
animals.fid--28644f0b_19c77057946_-41a2,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-14-2024-12-04,Gadus morhua,-59.17673,45.95617,O,2024-12-04T18:34:00,2024,12,4,18.56666667,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.47,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.95617 -59.17673)
animals.fid--28644f0b_19c77057946_-41a1,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-15-2024-12-04,Gadus morhua,-59.17673,45.95617,O,2024-12-04T18:34:00,2024,12,4,18.56666667,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.51,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.95617 -59.17673)
animals.fid--28644f0b_19c77057946_-41a0,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-16-2024-12-04,Gadus morhua,-59.17668,45.95638,O,2024-12-04T18:33:00,2024,12,4,18.55,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.42,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.95638 -59.17668)
animals.fid--28644f0b_19c77057946_-419f,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-17-2024-12-04,Gadus morhua,-59.24408,45.9711,O,2024-12-04T20:06:00,2024,12,4,20.1,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.56,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9711 -59.24408)
animals.fid--28644f0b_19c77057946_-419e,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-18-2024-12-04,Gadus morhua,-59.24408,45.9711,O,2024-12-04T20:06:00,2024,12,4,20.1,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.56,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9711 -59.24408)
animals.fid--28644f0b_19c77057946_-419d,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-19-2024-12-04,Gadus morhua,-59.24408,45.9711,O,2024-12-04T20:06:00,2024,12,4,20.1,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.49,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9711 -59.24408)
animals.fid--28644f0b_19c77057946_-419c,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-62-2023-11-26,Gadus morhua,-59.58487,45.90353333,O,2023-11-26T21:13:00,2023,11,26,21.21666667,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.5,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9035333333333 -59.58487)
animals.fid--28644f0b_19c77057946_-419b,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-63-2023-11-26,Gadus morhua,-59.591,45.90243333,O,2023-11-26T21:30:00,2023,11,26,21.5,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.53,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9024333333333 -59.591)
animals.fid--28644f0b_19c77057946_-419a,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-64-2023-11-26,Gadus morhua,-59.59547,45.90305,O,2023-11-26T21:40:00,2023,11,26,21.66666667,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.58,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.90305 -59.59547)
animals.fid--28644f0b_19c77057946_-4199,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-65-2023-11-26,Gadus morhua,-59.59947,45.90278333,O,2023-11-26T21:50:00,2023,11,26,21.83333333,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.52,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9027833333333 -59.59947)
animals.fid--28644f0b_19c77057946_-4198,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-66-2023-11-26,Gadus morhua,-59.60417,45.9,O,2023-11-26T22:00:00,2023,11,26,22,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.51,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9 -59.60417)
animals.fid--28644f0b_19c77057946_-4197,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-67-2023-11-26,Gadus morhua,-59.60417,45.9,O,2023-11-26T22:00:00,2023,11,26,22,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,F,ADULT,,,,,0.5,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9 -59.60417)
animals.fid--28644f0b_19c77057946_-4196,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-68-2023-11-26,Gadus morhua,-59.61312,45.48,O,2023-11-26T22:13:00,2023,11,26,22.21666667,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.51,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.48 -59.61312)
animals.fid--28644f0b_19c77057946_-4195,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-21-2023-10-06,Gadus morhua,-59.5869,45.9305,O,2023-10-06T20:00:00,2023,10,6,20,UTC,,1,HARRI PETTITT-WADE,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.67,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9305 -59.5869)
animals.fid--28644f0b_19c77057946_-4194,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-13-2023-10-06,Gadus morhua,-59.5638,45.96403333,O,2023-10-06T18:17:00,2023,10,6,18.28333333,UTC,,1,HARRI PETTITT-WADE,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.71,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9640333333333 -59.5638)
animals.fid--28644f0b_19c77057946_-4193,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-25-2023-10-06,Gadus morhua,-59.58963,45.8904,O,2023-10-06T22:25:00,2023,10,6,22.41666667,UTC,,1,HARRI PETTITT-WADE,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.68,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.8904 -59.58963)
animals.fid--28644f0b_19c77057946_-4192,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-28-2023-10-06,Gadus morhua,-59.60183,45.89135,O,2023-10-06T23:13:00,2023,10,6,23.21666667,UTC,,1,HARRI PETTITT-WADE,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.74,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.89135 -59.60183)
animals.fid--28644f0b_19c77057946_-4191,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-29-2023-10-06,Gadus morhua,-59.6043,45.8895,O,2023-10-06T23:30:00,2023,10,6,23.5,UTC,,1,HARRI PETTITT-WADE,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.61,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.8895 -59.6043)
animals.fid--28644f0b_19c77057946_-4190,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-32-2023-11-26,Gadus morhua,-59.55303,45.97455,O,2023-11-26T15:30:00,2023,11,26,15.5,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.7,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.97455 -59.55303)
animals.fid--28644f0b_19c77057946_-418f,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-37-2023-11-26,Gadus morhua,-59.54943,45.97555,O,2023-11-26T15:45:00,2023,11,26,15.75,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.7,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.97555 -59.54943)
animals.fid--28644f0b_19c77057946_-418e,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-39-2023-11-26,Gadus morhua,-59.54463,45.977,O,2023-11-26T16:00:00,2023,11,26,16,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.77,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.977 -59.54463)
animals.fid--28644f0b_19c77057946_-418d,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-44-2023-11-26,Gadus morhua,-59.58415,45.9455,O,2023-11-26T18:35:00,2023,11,26,18.58333333,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.72,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9455 -59.58415)
animals.fid--28644f0b_19c77057946_-418c,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-41-2023-11-26,Gadus morhua,-59.53723,45.97978333,O,2023-11-26T16:30:00,2023,11,26,16.5,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.73,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9797833333333 -59.53723)
animals.fid--28644f0b_19c77057946_-418b,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-46-2023-11-26,Gadus morhua,-59.57957,45.9417,O,2023-11-26T18:51:00,2023,11,26,18.85,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.73,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9417 -59.57957)
animals.fid--28644f0b_19c77057946_-418a,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-47-2023-11-26,Gadus morhua,-59.57827,45.94115,O,2023-11-26T18:57:00,2023,11,26,18.95,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.66,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.94115 -59.57827)
animals.fid--28644f0b_19c77057946_-4189,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-55-2023-11-26,Gadus morhua,-59.57135,45.93355,O,2023-11-26T20:00:00,2023,11,26,20,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.78,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.93355 -59.57135)
animals.fid--28644f0b_19c77057946_-4188,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-61-2023-11-26,Gadus morhua,-59.59538,45.90176667,O,2023-11-26T21:40:00,2023,11,26,21.66666667,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.65,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9017666666667 -59.59538)
animals.fid--28644f0b_19c77057946_-4187,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0055,Gadus morhua,-58.95961,46.20277,O,2018-04-25T03:55:00,2018,4,25,3.91666667,UTC,,1,DEREK FENTON,115,ST.ANNS BANK MPA,,,U,,,,,,0.52,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.20277 -58.95961)
animals.fid--28644f0b_19c77057946_-4186,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0056,Gadus morhua,-58.95961,46.20277,O,2018-04-25T03:55:00,2018,4,25,3.91666667,UTC,,1,DEREK FENTON,115,ST.ANNS BANK MPA,,,U,,,,,,0.54,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.20277 -58.95961)
animals.fid--28644f0b_19c77057946_-4185,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0057,Gadus morhua,-58.95961,46.20277,O,2018-04-25T03:55:00,2018,4,25,3.91666667,UTC,,1,DEREK FENTON,115,ST.ANNS BANK MPA,,,U,,,,,,0.58,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.20277 -58.95961)
animals.fid--28644f0b_19c77057946_-4184,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0058,Gadus morhua,-59.02524,46.1627,O,2018-04-25T12:00:00,2018,4,25,12,UTC,,1,DEREK FENTON,115,ST.ANNS BANK MPA,,,U,,,,,,0.54,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.1627 -59.02524)
animals.fid--28644f0b_19c77057946_-4183,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0059,Gadus morhua,-59.02524,46.1627,O,2018-04-25T12:00:00,2018,4,25,12,UTC,,1,DEREK FENTON,115,ST.ANNS BANK MPA,,,U,,,,,,0.44,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.1627 -59.02524)
