FID,datelastmodified,institutioncode,collectioncode,datacenter_reference,catalognumber,scientificname,longitude,latitude,basisofrecord,datecollected,yearcollected,monthcollected,daycollected,timeofday,timezone,coordinateprecision,observedindividualcount,collector,julianday,locality,animal_origin,stock,sex,life_stage,age,age_units,weight,weight_units,length,length_type,length_units,vernacularname,aphiaid,tsn,authorityaccepted,kingdom,phylum,classname,ordername,family,genus,subgenus,species,subspecies,the_geom
animals.fid--28644f0b_19c77057946_-41e2,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-14-2023-10-06,Gadus morhua,-59.56073,45.96371667,O,2023-10-06T18:25:00,2023,10,6,18.41666667,UTC,,1,DEREK FENTON; RYAN STANLEY,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.53,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9637166666667 -59.56073)
animals.fid--28644f0b_19c77057946_-41e1,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-20-2023-10-06,Gadus morhua,-59.5869,45.9305,O,2023-10-06T20:00:00,2023,10,6,20,UTC,,1,HARRI PETTITT-WADE,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.6,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9305 -59.5869)
animals.fid--28644f0b_19c77057946_-41e0,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-23-2023-10-06,Gadus morhua,-59.5863,45.88981667,O,2023-10-06T22:10:00,2023,10,6,22.16666667,UTC,,1,HARRI PETTITT-WADE,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.39,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.8898166666667 -59.5863)
animals.fid--28644f0b_19c77057946_-41df,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-24-2023-10-06,Gadus morhua,-59.58962,45.8904,O,2023-10-06T22:15:00,2023,10,6,22.25,UTC,,1,HARRI PETTITT-WADE,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.58,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.8904 -59.58962)
animals.fid--28644f0b_19c77057946_-41de,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-26-2023-10-06,Gadus morhua,-59.59257,45.89063333,O,2023-10-06T22:40:00,2023,10,6,22.66666667,UTC,,1,HARRI PETTITT-WADE,279,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.49,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.8906333333333 -59.59257)
animals.fid--28644f0b_19c77057946_-41dd,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0037,Gadus morhua,-59.02999,46.16353,O,2018-04-24T20:51:00,2018,4,24,20.85,UTC,,1,DEREK FENTON,114,ST.ANNS BANK MPA,,,U,,,,,,0.53,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.16353 -59.02999)
animals.fid--28644f0b_19c77057946_-41dc,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0016,Gadus morhua,-59.12502,45.99952,O,2018-04-23T10:21:00,2018,4,23,10.35,UTC,,1,BEN ZISSERSON,113,ST.ANNS BANK MPA,W,4Vn,U,,,,,,0.51,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.99952 -59.12502)
animals.fid--28644f0b_19c77057946_-41db,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-MOR-08-2025-04-25,Gadus morhua,-58.935,46.198,O,2025-04-25T14:50:00,2025,4,25,14.83333333,UTC,,1,HARRI PETTITT-WADE,115,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.69,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.198 -58.935)
animals.fid--28644f0b_19c77057946_-41da,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-MOR-09-2025-04-25,Gadus morhua,-58.92617,46.1675,O,2025-04-25T18:41:00,2025,4,25,18.68333333,UTC,,1,HARRI PETTITT-WADE,115,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.57,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.1675 -58.92617)
animals.fid--28644f0b_19c77057946_-41d9,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1346221-2022-12-06,Gadus morhua,-59.1223,45.5796,O,2022-12-06T00:19:00,2022,12,6,0.31666667,UTC,,1,BEN_ZISSERSON,340,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.48,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5796 -59.1223)
animals.fid--28644f0b_19c77057946_-41d8,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1346220-2022-12-06,Gadus morhua,-59.1223,45.5796,O,2022-12-06T00:19:00,2022,12,6,0.31666667,UTC,,1,BEN_ZISSERSON,340,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.5,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5796 -59.1223)
animals.fid--28644f0b_19c77057946_-41d7,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1346219-2022-12-06,Gadus morhua,-59.122,45.5797,O,2022-12-06T00:44:00,2022,12,6,0.73333333,UTC,,1,BEN_ZISSERSON,340,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.44,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5797 -59.122)
animals.fid--28644f0b_19c77057946_-41d6,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1346218-2022-12-06,Gadus morhua,-59.122,45.5797,O,2022-12-06T00:44:00,2022,12,6,0.73333333,UTC,,1,BEN_ZISSERSON,340,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.5,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5797 -59.122)
animals.fid--28644f0b_19c77057946_-41d5,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1346217-2022-12-05,Gadus morhua,-59.1095,45.589,O,2022-12-05T23:28:00,2022,12,5,23.46666667,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.7,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.589 -59.1095)
animals.fid--28644f0b_19c77057946_-41d4,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1346227-2022-12-05,Gadus morhua,-59.1095,45.589,O,2022-12-05T23:28:00,2022,12,5,23.46666667,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.51,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.589 -59.1095)
animals.fid--28644f0b_19c77057946_-41d3,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1346226-2022-12-05,Gadus morhua,-59.11,45.5888,O,2022-12-05T23:25:00,2022,12,5,23.41666667,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.45,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5888 -59.11)
animals.fid--28644f0b_19c77057946_-41d2,2023-02-08T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-1346225-2022-12-05,Gadus morhua,-59.111,45.5885,O,2022-12-05T23:20:00,2022,12,5,23.33333333,UTC,,1,BEN_ZISSERSON,339,ST.ANNS BANK MPA,W,Scotian Shelf and Southern Grand Banks,U,,,,,,0.49,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.5885 -59.111)
animals.fid--28644f0b_19c77057946_-41d1,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-MOR-11-2025-04-26,Gadus morhua,-59.104,45.89833,O,2025-04-26T14:07:00,2025,4,26,14.11666667,UTC,,1,HARRI PETTITT-WADE,116,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.54,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.89833 -59.104)
animals.fid--28644f0b_19c77057946_-41d0,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-MOR-12-2025-04-26,Gadus morhua,-59.104,45.8985,O,2025-04-26T14:07:00,2025,4,26,14.11666667,UTC,,1,HARRI PETTITT-WADE,116,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.5,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.8985 -59.104)
animals.fid--28644f0b_19c77057946_-41cf,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-01-2024-12-04,Gadus morhua,-59.1815,45.94427,O,2024-12-04T17:10:00,2024,12,4,17.16666667,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.57,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.94427 -59.1815)
animals.fid--28644f0b_19c77057946_-41ce,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-02-2024-12-04,Gadus morhua,-59.197617,45.99117,O,2024-12-04T17:50:00,2024,12,4,17.83333333,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.57,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.99117 -59.197617)
animals.fid--28644f0b_19c77057946_-41cd,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-03-2024-12-04,Gadus morhua,-59.197617,45.99117,O,2024-12-04T17:50:00,2024,12,4,17.83333333,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.56,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.99117 -59.197617)
animals.fid--28644f0b_19c77057946_-41cc,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-04-2024-12-04,Gadus morhua,-59.197617,45.99117,O,2024-12-04T17:50:00,2024,12,4,17.83333333,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.45,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.99117 -59.197617)
animals.fid--28644f0b_19c77057946_-41cb,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-MOR-10-2025-04-25,Gadus morhua,-58.927,46.1675,O,2025-04-25T18:41:00,2025,4,25,18.68333333,UTC,,1,HARRI PETTITT-WADE,115,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.67,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.1675 -58.927)
animals.fid--28644f0b_19c77057946_-41ca,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-25-MOR-13-2025-04-26,Gadus morhua,-59.104,45.8985,O,2025-04-26T14:07:00,2025,4,26,14.11666667,UTC,,1,HARRI PETTITT-WADE,116,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.78,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.8985 -59.104)
animals.fid--28644f0b_19c77057946_-41c9,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-38-2023-11-26,Gadus morhua,-59.54563,45.97628333,O,2023-11-26T16:00:00,2023,11,26,16,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.52,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9762833333333 -59.54563)
animals.fid--28644f0b_19c77057946_-41c8,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-42-2023-11-26,Gadus morhua,-59.53723,45.97978333,O,2023-11-26T16:30:00,2023,11,26,16.5,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.62,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9797833333333 -59.53723)
animals.fid--28644f0b_19c77057946_-41c7,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-43-2023-11-26,Gadus morhua,-59.5855,45.94585,O,2023-11-26T18:27:00,2023,11,26,18.45,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.57,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.94585 -59.5855)
animals.fid--28644f0b_19c77057946_-41c6,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-45-2023-11-26,Gadus morhua,-59.58093,45.94256667,O,2023-11-26T18:45:00,2023,11,26,18.75,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.59,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9425666666667 -59.58093)
animals.fid--28644f0b_19c77057946_-41c5,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-48-2023-11-26,Gadus morhua,-59.57753,45.9412,O,2023-11-26T19:02:00,2023,11,26,19.03333333,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.61,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9412 -59.57753)
animals.fid--28644f0b_19c77057946_-41c4,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-53-2023-11-26,Gadus morhua,-59.57248,45.93515,O,2023-11-26T19:33:00,2023,11,26,19.55,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.58,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.93515 -59.57248)
animals.fid--28644f0b_19c77057946_-41c3,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-56-2023-11-26,Gadus morhua,-59.57313,45.93525,O,2023-11-26T20:08:00,2023,11,26,20.13333333,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.48,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.93525 -59.57313)
animals.fid--28644f0b_19c77057946_-41c2,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-57-2023-11-26,Gadus morhua,-59.57398,45.93465,O,2023-11-26T20:16:00,2023,11,26,20.26666667,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.5,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.93465 -59.57398)
animals.fid--28644f0b_19c77057946_-41c1,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-05-2024-12-04,Gadus morhua,-59.197617,45.99117,O,2024-12-04T17:50:00,2024,12,4,17.83333333,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.66,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.99117 -59.197617)
animals.fid--28644f0b_19c77057946_-41c0,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0038,Gadus morhua,-59.02999,46.16353,O,2018-04-24T20:51:00,2018,4,24,20.85,UTC,,1,DEREK FENTON,114,ST.ANNS BANK MPA,,,U,,,,,,0.47,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.16353 -59.02999)
animals.fid--28644f0b_19c77057946_-41bf,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-06-2024-12-04,Gadus morhua,-59.1965,45.98872,O,2024-12-04T18:05:00,2024,12,4,18.08333333,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.68,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.98872 -59.1965)
animals.fid--28644f0b_19c77057946_-41be,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-08-2024-12-04,Gadus morhua,-59.1965,45.98872,O,2024-12-04T18:05:00,2024,12,4,18.08333333,UTC,,1,HARRI PETTITT-WADE,339,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.6,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.98872 -59.1965)
animals.fid--28644f0b_19c77057946_-41bd,2025-05-12T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-24-MOR-34-2024-12-05,Gadus morhua,-59.35248,45.92732,O,2024-12-05T00:48:00,2024,12,5,0.8,UTC,,1,HARRI PETTITT-WADE,340,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.63,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.92732 -59.35248)
animals.fid--28644f0b_19c77057946_-41bc,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-59-2023-11-26,Gadus morhua,-59.58152,45.90493333,O,2023-11-26T21:05:00,2023,11,26,21.08333333,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.55,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9049333333333 -59.58152)
animals.fid--28644f0b_19c77057946_-41bb,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0050,Gadus morhua,-58.94616,46.22429,O,2018-04-24T22:35:00,2018,4,24,22.58333333,UTC,,1,DEREK FENTON,114,ST.ANNS BANK MPA,,,U,,,,,,0.56,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.22429 -58.94616)
animals.fid--28644f0b_19c77057946_-41ba,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0051,Gadus morhua,-58.94616,46.22429,O,2018-04-24T22:35:00,2018,4,24,22.58333333,UTC,,1,DEREK FENTON,114,ST.ANNS BANK MPA,,,U,,,,,,0.53,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.22429 -58.94616)
animals.fid--28644f0b_19c77057946_-41b9,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0052,Gadus morhua,-58.94616,46.22429,O,2018-04-24T22:35:00,2018,4,24,22.58333333,UTC,,1,DEREK FENTON,114,ST.ANNS BANK MPA,,,U,,,,,,0.43,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.22429 -58.94616)
animals.fid--28644f0b_19c77057946_-41b8,2018-08-30T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-0054,Gadus morhua,-58.9755,46.18439,O,2018-04-25T02:47:00,2018,4,25,2.78333333,UTC,,1,DEREK FENTON,115,ST.ANNS BANK MPA,,,U,,,,,,0.39,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (46.18439 -58.9755)
animals.fid--28644f0b_19c77057946_-41b7,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-31-2023-11-26,Gadus morhua,-59.57135,45.96753333,O,2023-11-26T15:30:00,2023,11,26,15.5,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.61,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9675333333333 -59.57135)
animals.fid--28644f0b_19c77057946_-41b6,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-40-2023-11-26,Gadus morhua,-59.54135,45.97736667,O,2023-11-26T16:00:00,2023,11,26,16,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.6,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9773666666667 -59.54135)
animals.fid--28644f0b_19c77057946_-41b5,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-49-2023-11-26,Gadus morhua,-59.57792,45.94188333,O,2023-11-26T19:08:00,2023,11,26,19.13333333,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.79,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9418833333333 -59.57792)
animals.fid--28644f0b_19c77057946_-41b4,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-50-2023-11-26,Gadus morhua,-59.57655,45.93988333,O,2023-11-26T19:14:00,2023,11,26,19.23333333,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.65,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9398833333333 -59.57655)
animals.fid--28644f0b_19c77057946_-41b3,2024-06-11T00:00:00Z,DFO-BIO,SABMPA,OTN,SABMPA-MPA-SAB-23-MOR-51-2023-11-26,Gadus morhua,-59.57598,45.93866667,O,2023-11-26T19:18:00,2023,11,26,19.3,UTC,,1,HARRI PETTITT-WADE,330,ST. ANNS BANK MPA,W,SCOTIAN SHELF,U,ADULT,,,,,0.7,FORK LENGTH,m,Atlantic cod,126436,164712,"Linnaeus, 1758",Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,,morhua,,POINT (45.9386666666667 -59.57598)
